#date: 2024-05-19_21:46
#sample: GCF_929606505.1_cpe035_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,MITEYpe1,,predicted,mite,121,,0.0,0.839,0.967,4,16,"NZ_CAKNBQ010000001.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",92632,92752,M50 I1 M2 D1 M20 I1 M3 I1 M45
2,MITEYpe1,,predicted,mite,123,,0.0,0.839,0.984,2,18,"NZ_CAKNBQ010000003.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",91075,91197,M85 D1 M2 I1 M35
3,ISEch12,,predicted,insertion sequence,1208,,0,0.905,0.998,0,115,"NZ_CAKNBQ010000004.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",32035,33242,M1208
4,ISEcl10,,predicted,insertion sequence,1198,,0.0,0.759,0.981,14,277,"NZ_CAKNBQ010000004.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",38809,40006,M31 D1 M5 I1 M576 D1 M1 D1 M6 I1 M1 I1 M107 D1 M4 I1 M73 D1 M3 D1 M4 I2 M5 I1 M2 D1 M373
5,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000009.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",7997,9652,M1656
6,IS5075,,predicted,insertion sequence,1327,,0,0.934,1.0,0,87,"NZ_CAKNBQ010000009.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",14405,15731,M1327
7,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000009.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",5182,5949,M768
8,HPI-ICEEh1,,predicted,ice,65384,,0,0.999,0.985,10,52,"NZ_CAKNBQ010000010.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",154,65537,M8468 N47 M14443 I8 M9771 I1 M1959 N64 M30536 I1 M96
9,ISKpn26,,predicted,insertion sequence,1196,,0,0.99,1.0,0,12,"NZ_CAKNBQ010000013.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",147682,148877,M1196
10,MITEYpe1,,predicted,mite,123,,0.0,0.813,1.0,0,23,"NZ_CAKNBQ010000013.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",128883,129005,M123
11,ISKpn41,,predicted,insertion sequence,1426,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000015.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",89166,90591,M1426
12,ISSen4,IS1222SC;ISEc34,predicted,insertion sequence,1221,,0,0.967,1.0,0,40,"NZ_CAKNBQ010000015.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",73261,74481,M1221
13,MITEEc1,,predicted,mite,118,,0.0,0.793,0.927,5,20,"NZ_CAKNBQ010000017.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",22324,22441,M32 D1 M2 I1 M44 I1 M7 I1 M4 D1 M27
14,IS5075,,predicted,insertion sequence,1327,,0,0.996,1.0,0,5,"NZ_CAKNBQ010000021.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",2,1328,M1327
15,ISEc23,,predicted,insertion sequence,2532,,0,0.998,1.0,0,5,"NZ_CAKNBQ010000025.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",21167,23698,M2532
16,ISEc38,,predicted,insertion sequence,1720,,0.0,0.737,0.966,55,405,"NZ_CAKNBQ010000025.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",24962,26681,M46 D1 M4 I1 M160 I1 M5 D1 M8 D1 M3 I1 M3 D1 M2 D1 M2 I2 M5 I1 M4 D1 M93 I1 M4 D1 M27 I1 M3 D1 M59 D2 M5 I1 M1 I1 M13 D2 M4 I1 M1 I1 M97 I1 M7 D1 M164 D1 M1 D1 M3 I1 M1 I1 M26 I1 M2 I1 M9 D1 M1 D1 M30 D1 M1 D2 M1 D1 M3 I1 M20 I2 M2 I1 M7 D1 M323 D2 M18 I1 M2 I1 M7 I1 M4 D1 M30 I1 M3 D1 M75 I1 M3 I1 M2 D1 M3 D1 M395
17,ISKpn28,,predicted,insertion sequence,1096,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000026.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",2572,3667,M1096
18,ISKpn54,,predicted,insertion sequence,1210,,0,0.988,0.999,1,13,"NZ_CAKNBQ010000027.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",30622,31831,M331 I1 M879
19,ISSfl7,,predicted,insertion sequence,906,,0,0.851,0.984,0,134,"NZ_CAKNBQ010000027.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",31877,32782,M878 N5 M23
20,ISEcl1,,predicted,insertion sequence,1336,,0,0.984,1.0,0,22,"NZ_CAKNBQ010000028.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",920,2255,M1336
21,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.974,1.0,0,28,"NZ_CAKNBQ010000028.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",10508,11564,M1057
22,ISSen9,,predicted,insertion sequence,768,,0,0.927,1.0,0,56,"NZ_CAKNBQ010000028.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",2354,3121,M768
23,ISKpn24,,predicted,insertion sequence,2454,,0,1.0,1.0,0,0,"NZ_CAKNBQ010000033.1 Klebsiella pneumoniae strain cpe035, whole genome shotgun sequence",1,2454,M2454
