#date: 2024-05-19_23:12
#sample: GCF_929618925.1_cpe055_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISAba26,,predicted,insertion sequence,1318,,0,0.996,1.0,0,5,"NZ_CAKNEO010000007.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",53358,54675,M1318
2,Tn6022,AbaR4,predicted,unit transposon,11989,,0,1.0,0.995,0,1,"NZ_CAKNEO010000013.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",67300,79288,M5919 N56 M6014
3,ISVsa3,ISVs3,predicted,insertion sequence,977,,0,1.0,1.0,0,0,"NZ_CAKNEO010000013.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",62063,63039,M977
4,ISAba12,,predicted,insertion sequence,1039,,0,0.973,1.0,0,28,"NZ_CAKNEO010000025.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",9778,10816,M1039
5,ISAba13,ISN1,predicted,insertion sequence,1039,,0,0.995,1.0,0,5,"NZ_CAKNEO010000037.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",27217,28255,M1039
6,ISAba1,,predicted,insertion sequence,1180,,0,1.0,1.0,0,0,"NZ_CAKNEO010000047.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",1,1180,M1180
7,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.998,1.0,0,2,"NZ_CAKNEO010000075.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",12343,13162,M820
8,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.998,1.0,0,2,"NZ_CAKNEO010000075.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",11522,12341,M820
9,ISAba36,,predicted,insertion sequence,712,,0,1.0,1.0,0,0,"NZ_CAKNEO010000085.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",5599,6310,M712
10,ISAba36,,predicted,insertion sequence,712,,0,1.0,1.0,0,0,"NZ_CAKNEO010000085.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",4886,5597,M712
4_3,cn_1938_ISVsa3,,putative,composite transposon,1938,,0,1.0,1.0,0,0,"NZ_CAKNEO010000013.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",62062,64000,
7_6,cn_1811_ISAba1,,putative,composite transposon,1811,,0,1.0,1.0,0,0,"NZ_CAKNEO010000047.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",0,1811,
9_7_8,cn_1641_IS26,,putative,composite transposon,1641,,0,0.998,1.0,0,2,"NZ_CAKNEO010000075.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",11521,13162,
10_7,cn_1434_IS26,,putative,composite transposon,1434,,0,0.998,1.0,0,2,"NZ_CAKNEO010000075.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",12342,13776,
11_10_9,cn_1425_ISAba36,,putative,composite transposon,1425,,0,1.0,1.0,0,0,"NZ_CAKNEO010000085.1 Acinetobacter baumannii strain cpe055, whole genome shotgun sequence",4885,6310,
