#date: 2024-05-19_22:43
#sample: GCF_929618315.1_cpe024_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,MITEEc1,,predicted,mite,123,,0.0,0.992,1.0,0,1,"NZ_CAKNDQ010000001.1 Escherichia coli strain cpe024, whole genome shotgun sequence",493463,493585,M123
2,ISEc38,,predicted,insertion sequence,1722,,0,0.947,1.0,0,91,"NZ_CAKNDQ010000002.1 Escherichia coli strain cpe024, whole genome shotgun sequence",1227,2948,M1722
3,ISEc81,,predicted,insertion sequence,1385,,0,0.995,1.0,0,7,"NZ_CAKNDQ010000002.1 Escherichia coli strain cpe024, whole genome shotgun sequence",81098,82482,M1385
4,ISEc22,,predicted,insertion sequence,2229,,0,0.997,0.908,0,7,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",278724,280952,M2229
5,ISEc45,,predicted,insertion sequence,1446,,0,0.986,0.999,1,19,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",280953,282398,M37 I1 M1409
6,IS421,IS186,predicted,insertion sequence,1339,,0,0.998,0.998,3,0,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",399136,400474,M1120 I3 M219
7,ISSfl10,,predicted,insertion sequence,1247,,0,0.979,0.988,17,9,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",297753,298999,M475 N25 M429 I17 M318
8,ISSen9,,predicted,insertion sequence,768,,0,0.923,1.0,0,59,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",300739,301506,M768
9,ISSen9,,predicted,insertion sequence,768,,0,0.926,1.0,0,57,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",329403,330170,M768
10,ISSen9,,predicted,insertion sequence,767,,0,0.94,0.999,1,45,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",309528,310294,M728 I1 M39
11,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.998,1.0,0,3,"NZ_CAKNDQ010000004.1 Escherichia coli strain cpe024, whole genome shotgun sequence",273080,274410,M1331
12,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.975,1.0,0,32,"NZ_CAKNDQ010000004.1 Escherichia coli strain cpe024, whole genome shotgun sequence",207382,208672,M1291
13,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1289,,0,0.976,0.998,1,30,"NZ_CAKNDQ010000004.1 Escherichia coli strain cpe024, whole genome shotgun sequence",209724,211012,M726 I1 M563
14,MITEEc1,,predicted,mite,122,,0.0,0.854,0.992,1,17,"NZ_CAKNDQ010000004.1 Escherichia coli strain cpe024, whole genome shotgun sequence",426200,426321,M44 I1 M78
15,MITEEc1,,predicted,mite,122,,0.0,0.984,0.992,1,1,"NZ_CAKNDQ010000005.1 Escherichia coli strain cpe024, whole genome shotgun sequence",333644,333765,M77 I1 M45
16,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.97,1.0,0,39,"NZ_CAKNDQ010000006.1 Escherichia coli strain cpe024, whole genome shotgun sequence",275608,276898,M1291
17,ISEc43,,predicted,insertion sequence,2323,,0,0.999,0.914,0,2,"NZ_CAKNDQ010000011.1 Escherichia coli strain cpe024, whole genome shotgun sequence",103532,105854,M2323
18,ISEc45,,predicted,insertion sequence,1447,,0,0.999,1.0,0,2,"NZ_CAKNDQ010000011.1 Escherichia coli strain cpe024, whole genome shotgun sequence",102085,103531,M1447
19,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.965,1.0,0,45,"NZ_CAKNDQ010000011.1 Escherichia coli strain cpe024, whole genome shotgun sequence",4030,5320,M1291
20,ISSen9,,predicted,insertion sequence,768,,0,0.931,1.0,0,53,"NZ_CAKNDQ010000011.1 Escherichia coli strain cpe024, whole genome shotgun sequence",89648,90415,M768
21,ISSen9,,predicted,insertion sequence,768,,0,0.949,1.0,0,39,"NZ_CAKNDQ010000011.1 Escherichia coli strain cpe024, whole genome shotgun sequence",113932,114699,M768
22,ISEc30,,predicted,insertion sequence,753,,0.0,0.779,0.973,10,158,"NZ_CAKNDQ010000017.1 Escherichia coli strain cpe024, whole genome shotgun sequence",51364,52116,M17 I1 M216 I1 M310 I1 M1 I1 M2 D1 M2 D1 M7 D1 M7 I1 M158 D1 M5 I1 M24
23,IS5,,predicted,insertion sequence,1195,,0,0.998,1.0,0,2,"NZ_CAKNDQ010000026.1 Escherichia coli strain cpe024, whole genome shotgun sequence",32241,33435,M1195
24,ISSen9,,predicted,insertion sequence,768,,0,0.945,1.0,0,42,"NZ_CAKNDQ010000026.1 Escherichia coli strain cpe024, whole genome shotgun sequence",23212,23979,M768
25,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.957,1.0,0,57,"NZ_CAKNDQ010000029.1 Escherichia coli strain cpe024, whole genome shotgun sequence",27920,29250,M1331
26,ISKpn26,,predicted,insertion sequence,1148,,0,0.997,0.96,0,3,"NZ_CAKNDQ010000033.1 Escherichia coli strain cpe024, whole genome shotgun sequence",135,1282,M1148
27,ISEc38,,predicted,insertion sequence,1722,,0,0.994,1.0,0,10,"NZ_CAKNDQ010000036.1 Escherichia coli strain cpe024, whole genome shotgun sequence",10759,12480,M1722
28,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.996,1.0,0,3,"NZ_CAKNDQ010000036.1 Escherichia coli strain cpe024, whole genome shotgun sequence",3736,4555,M820
29,ISSen9,,predicted,insertion sequence,767,,0,0.938,0.999,1,47,"NZ_CAKNDQ010000039.1 Escherichia coli strain cpe024, whole genome shotgun sequence",9870,10636,M39 I1 M728
30,ISEc30,,predicted,insertion sequence,765,,0,0.97,0.999,1,22,"NZ_CAKNDQ010000041.1 Escherichia coli strain cpe024, whole genome shotgun sequence",2096,2860,M94 I1 M671
5_4,cn_12338_ISEc22,,putative,composite transposon,12338,,0,0.997,0.908,0,7,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",268614,280952,
6_4,cn_3900_ISEc22,,putative,composite transposon,3900,,0,0.997,0.908,0,7,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",278723,282623,
11_10_8,cn_9556_ISSen9,,putative,composite transposon,9556,,0,0.923,1.0,0,59,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",300738,310294,
12_10_9,cn_20643_ISSen9,,putative,composite transposon,20643,,0,0.94,0.999,1,45,"NZ_CAKNDQ010000003.1 Escherichia coli strain cpe024, whole genome shotgun sequence",309527,330170,
14_12_13,cn_3631_ISEc1,,putative,composite transposon,3631,,0,0.975,1.0,0,32,"NZ_CAKNDQ010000004.1 Escherichia coli strain cpe024, whole genome shotgun sequence",207381,211012,
18_17,cn_3988_ISEc43,,putative,composite transposon,3988,,0,0.999,0.914,0,2,"NZ_CAKNDQ010000011.1 Escherichia coli strain cpe024, whole genome shotgun sequence",101866,105854,
22_20_21,cn_25052_ISSen9,,putative,composite transposon,25052,,0,0.931,1.0,0,53,"NZ_CAKNDQ010000011.1 Escherichia coli strain cpe024, whole genome shotgun sequence",89647,114699,
23_21,cn_23644_ISSen9,,putative,composite transposon,23644,,0,0.949,1.0,0,39,"NZ_CAKNDQ010000011.1 Escherichia coli strain cpe024, whole genome shotgun sequence",113931,137575,
25_24,cn_13313_ISSen9,,putative,composite transposon,13313,,0,0.945,1.0,0,42,"NZ_CAKNDQ010000026.1 Escherichia coli strain cpe024, whole genome shotgun sequence",23211,36524,
29_28,cn_4555_IS26,,putative,composite transposon,4555,,0,0.996,1.0,0,3,"NZ_CAKNDQ010000036.1 Escherichia coli strain cpe024, whole genome shotgun sequence",0,4555,
