#date: 2024-05-19_22:34
#sample: GCF_929618175.1_cpe069_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISEc23,,predicted,insertion sequence,2532,,0,1.0,1.0,0,1,"NZ_CAKNDJ010000001.1 Escherichia coli strain cpe069, whole genome shotgun sequence",144274,146805,M2532
2,MITEEc1,,predicted,mite,123,,0.0,0.984,1.0,0,2,"NZ_CAKNDJ010000001.1 Escherichia coli strain cpe069, whole genome shotgun sequence",121838,121960,M123
3,MITEYpe1,,predicted,mite,115,,0.0,0.8,0.935,0,23,"NZ_CAKNDJ010000001.1 Escherichia coli strain cpe069, whole genome shotgun sequence",512797,512911,M115
4,IS609,,predicted,insertion sequence,1748,,0,0.978,1.0,0,39,"NZ_CAKNDJ010000002.1 Escherichia coli strain cpe069, whole genome shotgun sequence",332843,334590,M1748
5,ISEc36,,predicted,insertion sequence,1213,,0,0.805,0.918,0,236,"NZ_CAKNDJ010000002.1 Escherichia coli strain cpe069, whole genome shotgun sequence",520096,521308,M1213
6,MITEEc1,,predicted,mite,122,,0.0,0.878,0.992,1,14,"NZ_CAKNDJ010000002.1 Escherichia coli strain cpe069, whole genome shotgun sequence",231385,231506,M44 I1 M78
7,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.977,1.0,0,30,"NZ_CAKNDJ010000003.1 Escherichia coli strain cpe069, whole genome shotgun sequence",291733,293023,M1291
8,MITEEc1,,predicted,mite,122,,0.0,0.943,0.992,0,7,"NZ_CAKNDJ010000003.1 Escherichia coli strain cpe069, whole genome shotgun sequence",162460,162581,M122
9,MITEYpe1,,predicted,mite,117,,0.0,0.822,0.935,2,19,"NZ_CAKNDJ010000004.1 Escherichia coli strain cpe069, whole genome shotgun sequence",74782,74898,M54 D1 M2 I1 M60
10,MITEEc1,,predicted,mite,123,,0.0,1.0,1.0,0,0,"NZ_CAKNDJ010000008.1 Escherichia coli strain cpe069, whole genome shotgun sequence",174834,174956,M123
11,ISEc12,,predicted,insertion sequence,2581,,0,1.0,1.0,0,1,"NZ_CAKNDJ010000009.1 Escherichia coli strain cpe069, whole genome shotgun sequence",82760,85340,M2581
12,MITEEc1,,predicted,mite,119,,0.0,0.975,0.967,0,3,"NZ_CAKNDJ010000010.1 Escherichia coli strain cpe069, whole genome shotgun sequence",176211,176329,M119
13,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNDJ010000011.1 Escherichia coli strain cpe069, whole genome shotgun sequence",8353,10008,M1656
14,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNDJ010000011.1 Escherichia coli strain cpe069, whole genome shotgun sequence",112538,116184,M3647
15,ISCfr1,,predicted,insertion sequence,1618,,0,0.999,0.999,1,0,"NZ_CAKNDJ010000011.1 Escherichia coli strain cpe069, whole genome shotgun sequence",98860,100477,M1329 D1 M288
16,ISKpn26,,predicted,insertion sequence,1196,,0,0.997,1.0,0,4,"NZ_CAKNDJ010000011.1 Escherichia coli strain cpe069, whole genome shotgun sequence",96101,97296,M1196
17,IS5075,,predicted,insertion sequence,1327,,0,0.931,1.0,0,91,"NZ_CAKNDJ010000011.1 Escherichia coli strain cpe069, whole genome shotgun sequence",116185,117511,M1327
18,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNDJ010000011.1 Escherichia coli strain cpe069, whole genome shotgun sequence",104307,105074,M768
19,MITEEc1,,predicted,mite,121,,0.0,0.983,0.984,0,2,"NZ_CAKNDJ010000013.1 Escherichia coli strain cpe069, whole genome shotgun sequence",54853,54973,M121
20,IS609,,predicted,insertion sequence,1788,,0,0.975,0.969,1,42,"NZ_CAKNDJ010000014.1 Escherichia coli strain cpe069, whole genome shotgun sequence",38119,39906,M570 N94 M683 I1 M441
21,IS3,,predicted,insertion sequence,1258,,0,0.999,1.0,0,1,"NZ_CAKNDJ010000015.1 Escherichia coli strain cpe069, whole genome shotgun sequence",1,1258,M1258
