#date: 2024-05-19_22:41
#sample: GCF_929618295.1_cpe009_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISRaq1,,predicted,insertion sequence,1156,,0,0.802,0.942,50,188,"NZ_CAKNDN010000001.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",20374,21529,M117 I13 M1 I1 M1 I1 M1 I3 M1 I3 M321 I1 M1 I5 M3 I3 M1 I1 M1 I3 M106 D2 M56 I1 M4 I1 M2 I1 M3 I2 M1 I3 M1 I1 M1 I1 M1 I1 M134 I1 M72 D1 M147 I1 M177
2,MITEYpe1,,predicted,mite,123,,0.0,0.855,0.984,2,16,"NZ_CAKNDN010000001.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",771996,772118,M35 I1 M2 D1 M85
3,MITEYpe1,,predicted,mite,123,,0.0,0.855,0.984,2,16,"NZ_CAKNDN010000001.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",667178,667300,M85 D1 M2 I1 M35
4,MITEYpe1,,predicted,mite,123,,0.0,0.854,1.0,0,18,"NZ_CAKNDN010000001.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",1330596,1330718,M123
5,MITEEc1,,predicted,mite,123,,0.0,0.863,0.984,2,15,"NZ_CAKNDN010000003.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",426821,426943,M90 I1 M4 D1 M28
6,MITEYpe1,,predicted,mite,123,,0.0,0.813,1.0,0,23,"NZ_CAKNDN010000005.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",412361,412483,M123
7,MITEYpe1,,predicted,mite,123,,0.0,0.839,0.984,2,18,"NZ_CAKNDN010000005.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",313994,314116,M35 I1 M2 D1 M85
8,MITEYpe1,,predicted,mite,122,,0.0,0.837,0.992,1,19,"NZ_CAKNDN010000006.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",75724,75845,M5 I1 M117
9,MITEPlu5,,predicted,mite,111,,0.0,0.775,0.902,0,25,"NZ_CAKNDN010000006.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",156693,156803,M111
10,ISEcl10,,predicted,insertion sequence,1167,,0,0.844,0.947,26,158,"NZ_CAKNDN010000007.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",57687,58853,M324 I1 M330 D1 M5 I1 M28 D1 M2 D1 M1 D1 M7 D1 M3 I1 M1 I3 M57 I2 M4 D1 M1 D1 M24 D1 M10 D1 M4 I2 M5 I1 M3 D1 M39 I1 M23 D2 M3 I1 M1 I1 M280
11,MITEYpe1,,predicted,mite,117,,0.0,0.856,0.935,2,15,"NZ_CAKNDN010000008.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",324338,324454,M81 D1 M2 I1 M33
12,ISKpn53,,predicted,insertion sequence,946,,0,1.0,1.0,0,0,"NZ_CAKNDN010000009.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",29998,30943,M946
13,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNDN010000012.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",2616,3383,M768
14_13,cn_42612_ISSen9,,putative,composite transposon,42612,,0,0.948,1.0,0,40,"NZ_CAKNDN010000012.1 Klebsiella aerogenes strain cpe009, whole genome shotgun sequence",2615,45227,
