#date: 2024-05-19_22:31
#sample: GCF_929617105.1_cpe086_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNDA010000001.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",638779,639546,M768
2,MITEEc1,,predicted,mite,122,,0.0,0.847,0.976,3,16,"NZ_CAKNDA010000001.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",999405,999526,M28 D1 M4 I1 M12 I1 M77
3,MITEYpe1,,predicted,mite,123,,0.0,0.831,0.984,2,19,"NZ_CAKNDA010000002.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",57936,58058,M85 D1 M2 I1 M35
4,ISKpn54,,predicted,insertion sequence,1210,,0,0.988,0.999,1,13,"NZ_CAKNDA010000003.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",240154,241363,M331 I1 M879
5,ISEc12,,predicted,insertion sequence,2581,,0,0.999,1.0,0,2,"NZ_CAKNDA010000005.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",144150,146730,M2581
6,MITEYpe1,,predicted,mite,123,,0.0,0.805,1.0,0,24,"NZ_CAKNDA010000005.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",47197,47319,M123
7,MITEPlu5,,predicted,mite,111,,0.0,0.775,0.902,0,25,"NZ_CAKNDA010000006.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",185629,185739,M111
8,Tn2,,predicted,unit transposon,4950,,0,0.998,1.0,0,9,"NZ_CAKNDA010000007.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",197735,202684,M4950
9,ISSty2,,predicted,insertion sequence,1259,,0,0.953,0.998,2,57,"NZ_CAKNDA010000007.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",12015,13273,M36 D1 M14 I1 M1208
10,ISSen9,,predicted,insertion sequence,768,,0,0.949,1.0,0,39,"NZ_CAKNDA010000007.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",322389,323156,M768
11,ISEc33,,predicted,insertion sequence,1153,,0,0.992,1.0,0,9,"NZ_CAKNDA010000008.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",80390,81542,M1153
12,ISKpn54,,predicted,insertion sequence,1201,,0,0.941,0.992,10,62,"NZ_CAKNDA010000010.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",113245,114445,M637 I4 M2 I1 M2 I1 M1 I3 M1 I1 M558
13,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.952,1.0,0,51,"NZ_CAKNDA010000010.1 Klebsiella pneumoniae strain cpe086, whole genome shotgun sequence",78715,79771,M1057
