#date: 2024-05-19_22:17
#sample: GCF_929615215.1_cpe045_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISAba26,,predicted,insertion sequence,1318,,0,0.996,1.0,0,5,"NZ_CAKNCT010000001.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",292639,293956,M1318
2,ISAba59,,predicted,insertion sequence,1039,,0,1.0,1.0,0,0,"NZ_CAKNCT010000020.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",3719,4757,M1039
3,ISAba10,,predicted,insertion sequence,1023,,0,0.999,1.0,0,1,"NZ_CAKNCT010000020.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",23657,24679,M1023
4,ISVsa3,ISVs3,predicted,insertion sequence,977,,0,1.0,1.0,0,0,"NZ_CAKNCT010000023.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",62058,63034,M977
5,ISAba24,,predicted,insertion sequence,2421,,0,1.0,1.0,0,0,"NZ_CAKNCT010000032.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",45421,47841,M2421
6,ISEc29,,predicted,insertion sequence,1325,,0,1.0,1.0,0,0,"NZ_CAKNCT010000032.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",40714,42038,M1325
7,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.999,1.0,0,1,"NZ_CAKNCT010000051.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",1531,2350,M820
5_4,cn_1939_ISVsa3,,putative,composite transposon,1939,,0,1.0,1.0,0,0,"NZ_CAKNCT010000023.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",62057,63996,
6_5,cn_47841_ISAba24,,putative,composite transposon,47841,,0,1.0,1.0,0,0,"NZ_CAKNCT010000032.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",0,47841,
8_7,cn_2350_IS26,,putative,composite transposon,2350,,0,0.999,1.0,0,1,"NZ_CAKNCT010000051.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",0,2350,
9_7,cn_4587_IS26,,putative,composite transposon,4587,,0,0.999,1.0,0,1,"NZ_CAKNCT010000051.1 Acinetobacter baumannii strain cpe045, whole genome shotgun sequence",1530,6117,
