#date: 2024-05-19_22:58
#sample: GCF_929618805.1_cpe047_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISKpn54,,predicted,insertion sequence,1210,,0,0.988,0.999,1,13,"NZ_CAKNED010000001.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",240136,241345,M331 I1 M879
2,ISSty2,,predicted,insertion sequence,1259,,0,0.953,0.998,2,57,"NZ_CAKNED010000001.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",892344,893602,M1208 I1 M14 D1 M36
3,MITEYpe1,,predicted,mite,123,,0.0,0.831,0.984,2,19,"NZ_CAKNED010000002.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",57947,58069,M85 D1 M2 I1 M35
4,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNED010000003.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",411968,412735,M768
5,MITEPlu5,,predicted,mite,111,,0.0,0.775,0.902,0,25,"NZ_CAKNED010000006.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",185613,185723,M111
6,MITEEc1,,predicted,mite,122,,0.0,0.847,0.976,3,16,"NZ_CAKNED010000008.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",19841,19962,M77 I1 M12 I1 M4 D1 M28
7,ISKpn1,,predicted,insertion sequence,1445,,0,0.997,1.0,0,5,"NZ_CAKNED010000010.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",146172,147616,M1445
8,ISKpn60,,predicted,insertion sequence,1374,,0,1.0,1.0,0,0,"NZ_CAKNED010000010.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",183348,184721,M1374
9,ISKpn54,,predicted,insertion sequence,1201,,0,0.941,0.992,10,62,"NZ_CAKNED010000010.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",31877,33077,M558 I1 M1 I3 M1 I1 M2 I1 M2 I4 M637
10,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.952,1.0,0,51,"NZ_CAKNED010000010.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",66551,67607,M1057
11,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.976,1.0,0,25,"NZ_CAKNED010000010.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",46272,47328,M1057
12,ISEcl10,,predicted,insertion sequence,1198,,0.0,0.76,0.981,14,275,"NZ_CAKNED010000010.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",39384,40581,M31 D1 M5 I1 M576 D1 M1 D1 M6 I1 M1 I1 M108 I1 M2 D1 M74 D1 M3 D1 M4 I2 M5 I1 M2 D1 M373
13,MITEYpe1,,predicted,mite,123,,0.0,0.805,1.0,0,24,"NZ_CAKNED010000011.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",89564,89686,M123
14,ISKpn25,,predicted,insertion sequence,8154,,0,1.0,1.0,0,0,"NZ_CAKNED010000016.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",54608,62761,M8154
15,ISEc12,,predicted,insertion sequence,2581,,0,0.999,1.0,0,2,"NZ_CAKNED010000016.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",18068,20648,M2581
16,ISKox1,,predicted,insertion sequence,2526,,0,1.0,1.0,0,1,"NZ_CAKNED010000016.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",72769,75294,M2526
17,ISSen3,IS100SC,predicted,insertion sequence,1956,,0,0.998,1.0,0,4,"NZ_CAKNED010000016.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",75822,77777,M1956
18,ISKpn38,,predicted,insertion sequence,1597,,0,0.999,0.999,1,1,"NZ_CAKNED010000016.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",84503,86099,M504 I1 M1093
19,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.999,1.0,0,1,"NZ_CAKNED010000016.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",89149,89968,M820
20,MITEYpe1,,predicted,mite,117,,0.0,0.79,0.935,3,22,"NZ_CAKNED010000017.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",64503,64619,M43 I1 M39 D1 M3 I1 M31
21,ISSen9,,predicted,insertion sequence,768,,0,0.939,1.0,0,47,"NZ_CAKNED010000022.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",143,910,M768
22,ISSen9,,predicted,insertion sequence,768,,0,0.939,1.0,0,47,"NZ_CAKNED010000022.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",16288,17055,M768
23,ISEc33,,predicted,insertion sequence,1153,,0,0.992,1.0,0,9,"NZ_CAKNED010000023.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",26833,27985,M1153
24,ISKpn19,,predicted,insertion sequence,2851,,0,1.0,1.0,0,0,"NZ_CAKNED010000028.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",2393,5243,M2851
25,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,0.999,1.0,0,1,"NZ_CAKNED010000028.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",9872,11527,M1656
26,ISEc36,,predicted,insertion sequence,1321,,0,0.978,1.0,0,29,"NZ_CAKNED010000031.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",7516,8836,M1321
27,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNED010000032.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",4442,5321,M880
28,ISSpr2,,predicted,insertion sequence,1221,,0,0.891,1.0,0,133,"NZ_CAKNED010000033.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",3679,4899,M1221
29,ISSen9,,predicted,insertion sequence,768,,0,0.928,1.0,0,55,"NZ_CAKNED010000033.1 Klebsiella pneumoniae strain cpe047, whole genome shotgun sequence",1730,2497,M768
