#date: 2024-05-19_23:00
#sample: GCF_929618815.1_cpe029_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISEcl10,,predicted,insertion sequence,1207,,0,0.936,1.0,0,77,"NZ_CAKNEE010000001.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",1002062,1003268,M1207
2,MITEYpe1,,predicted,mite,123,,0.0,0.813,1.0,0,23,"NZ_CAKNEE010000002.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",455238,455360,M123
3,ISSty2,,predicted,insertion sequence,1259,,0,0.965,0.997,4,40,"NZ_CAKNEE010000004.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",38837,40095,M592 I2 M6 D1 M1 D1 M658
4,MITEEc1,,predicted,mite,123,,0.0,0.849,0.951,6,13,"NZ_CAKNEE010000004.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",99035,99157,M27 I1 M2 D1 M55 D1 M1 D1 M2 I2 M33
5,MITEPlu5,,predicted,mite,111,,0.0,0.775,0.902,0,25,"NZ_CAKNEE010000005.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",170005,170115,M111
6,ISKpn14,,predicted,insertion sequence,768,,0,0.992,1.0,0,6,"NZ_CAKNEE010000007.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",52494,53261,M768
7,MITEEc1,,predicted,mite,122,,0.0,0.855,0.976,3,15,"NZ_CAKNEE010000007.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",82181,82302,M77 I1 M12 I1 M4 D1 M28
8,ISKpn21,ISKpW,predicted,insertion sequence,2278,,0,1.0,1.0,0,0,"NZ_CAKNEE010000010.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",33140,35417,M2278
9,ISEcl1,,predicted,insertion sequence,1336,,0,0.984,1.0,0,21,"NZ_CAKNEE010000010.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",106182,107517,M1336
10,ISRaq1,,predicted,insertion sequence,1221,,0,0.894,0.998,2,127,"NZ_CAKNEE010000010.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",8961,10181,M942 I1 M3 D1 M275
11,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNEE010000010.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",89527,90294,M768
12,ISSen9,,predicted,insertion sequence,768,,0,0.951,1.0,0,38,"NZ_CAKNEE010000010.1 Klebsiella pneumoniae strain cpe029, whole genome shotgun sequence",21260,22027,M768
