#date: 2024-05-19_22:16
#sample: GCF_929614975.1_cpe003_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,MITEYpe1,,predicted,mite,121,,0.0,0.839,0.967,4,16,"NZ_CAKNCQ010000001.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",92635,92755,M50 I1 M2 D1 M20 I1 M3 I1 M45
2,MITEYpe1,,predicted,mite,123,,0.0,0.839,0.984,2,18,"NZ_CAKNCQ010000003.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",91107,91229,M85 D1 M2 I1 M35
3,ISEch12,,predicted,insertion sequence,1208,,0,0.905,0.998,0,115,"NZ_CAKNCQ010000004.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",31883,33090,M1208
4,ISEcl10,,predicted,insertion sequence,1198,,0.0,0.759,0.981,14,277,"NZ_CAKNCQ010000004.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",38657,39854,M31 D1 M5 I1 M576 D1 M1 D1 M6 I1 M1 I1 M107 D1 M4 I1 M73 D1 M3 D1 M4 I2 M5 I1 M2 D1 M373
5,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNCQ010000007.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",3587,4354,M768
6,IS5075,,predicted,insertion sequence,1327,,0,0.934,1.0,0,87,"NZ_CAKNCQ010000009.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",714,2040,M1327
7,ISEc23,,predicted,insertion sequence,2532,,0,0.998,1.0,0,5,"NZ_CAKNCQ010000010.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",187054,189585,M2532
8,IS5075,,predicted,insertion sequence,1327,,0,0.996,1.0,0,5,"NZ_CAKNCQ010000010.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",137283,138609,M1327
9,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNCQ010000010.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",200883,201650,M768
10,HPI-ICEEh1,,predicted,ice,65384,,0,0.999,0.985,10,52,"NZ_CAKNCQ010000011.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",129,65512,M8468 N47 M14443 I8 M9771 I1 M1959 N64 M30536 I1 M96
11,MITEYpe1,,predicted,mite,123,,0.0,0.813,1.0,0,23,"NZ_CAKNCQ010000013.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",128871,128993,M123
12,ISKpn28,,predicted,insertion sequence,1096,,0,1.0,1.0,0,0,"NZ_CAKNCQ010000015.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",87538,88633,M1096
13,MITEEc1,,predicted,mite,118,,0.0,0.793,0.927,5,20,"NZ_CAKNCQ010000016.1 Klebsiella pneumoniae strain cpe003, whole genome shotgun sequence",22410,22527,M32 D1 M2 I1 M44 I1 M7 I1 M4 D1 M27
