#date: 2024-05-19_23:01
#sample: GCF_929618855.1_cpe068_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISKpn28,,predicted,insertion sequence,1096,,0,1.0,1.0,0,0,"NZ_CAKNEG010000002.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",225624,226719,M1096
2,MITEYpe1,,predicted,mite,123,,0.0,0.813,1.0,0,23,"NZ_CAKNEG010000002.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",427246,427368,M123
3,MITEEc1,,predicted,mite,122,,0.0,0.855,0.976,3,15,"NZ_CAKNEG010000003.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",326105,326226,M28 D1 M4 I1 M12 I1 M77
4,MITEYpe1,,predicted,mite,123,,0.0,0.847,0.984,2,17,"NZ_CAKNEG010000003.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",162708,162830,M85 D1 M2 I1 M35
5,ISEc15,,predicted,insertion sequence,1230,,0,0.81,0.992,10,225,"NZ_CAKNEG010000004.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",31265,32494,M369 D3 M2 I1 M8 D1 M4 I1 M1 I2 M264 D1 M6 I1 M571
6,MITEYpe1,,predicted,mite,123,,0.0,0.839,0.984,2,18,"NZ_CAKNEG010000004.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",97461,97583,M85 D1 M2 I1 M35
7,MITEPlu5,,predicted,mite,111,,0.0,0.775,0.902,0,25,"NZ_CAKNEG010000005.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",208298,208408,M111
8,ISEc15,,predicted,insertion sequence,1226,,0,0.921,0.997,4,93,"NZ_CAKNEG010000006.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",142885,144110,M413 I1 M100 I1 M487 I1 M198 I1 M28
9,MITEYpe1,,predicted,mite,117,,0.0,0.775,0.919,5,22,"NZ_CAKNEG010000015.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",22131,22247,M31 I1 M3 D1 M34 I1 M3 I1 M5 D1 M39
10,ISKpn21,ISKpW,predicted,insertion sequence,2278,,0,1.0,1.0,0,0,"NZ_CAKNEG010000016.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",39067,41344,M2278
11,ISKpn65,,predicted,insertion sequence,1982,,0,0.946,0.999,2,105,"NZ_CAKNEG010000016.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",37080,39061,M53 D1 M39 D1 M1888
12,ISEcl1,,predicted,insertion sequence,1336,,0,0.984,1.0,0,21,"NZ_CAKNEG010000016.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",80328,81663,M1336
13,ISRaq1,,predicted,insertion sequence,1220,,0,0.894,0.998,3,126,"NZ_CAKNEG010000016.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",15699,16918,M942 I1 M4 D1 M10 I1 M263
14,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.976,1.0,0,25,"NZ_CAKNEG010000016.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",5897,6953,M1057
15,ISSen9,,predicted,insertion sequence,768,,0,0.927,1.0,0,56,"NZ_CAKNEG010000016.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",81762,82529,M768
16,ISSen9,,predicted,insertion sequence,713,,0,0.957,0.928,0,31,"NZ_CAKNEG010000016.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",27997,28709,M713
17,ISEc38,,predicted,insertion sequence,1720,,0.0,0.736,0.969,51,409,"NZ_CAKNEG010000016.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",55536,57255,M395 D1 M3 D1 M2 I1 M3 I1 M75 D1 M3 I1 M30 D1 M4 I1 M7 I1 M2 I1 M18 D2 M323 D1 M7 I1 M2 I2 M20 I1 M3 D1 M1 D2 M1 D1 M70 I1 M1 I1 M3 D1 M1 D1 M164 D1 M7 I1 M97 I1 M1 I1 M4 D2 M13 I1 M1 I1 M5 D2 M59 D1 M3 I1 M27 D1 M4 I1 M93 D1 M4 I1 M5 I2 M2 D1 M2 D1 M3 I1 M3 D1 M8 D1 M5 I1 M160 I1 M4 D1 M46
18,ISSen9,,predicted,insertion sequence,766,,0,0.936,0.997,2,47,"NZ_CAKNEG010000017.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",58316,59081,M459 I1 M1 I1 M306
19,ISKpn1,,predicted,insertion sequence,1445,,0,0.999,1.0,0,2,"NZ_CAKNEG010000023.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",22862,24306,M1445
20,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNEG010000026.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",4662,6317,M1656
21,IS5075,,predicted,insertion sequence,1327,,0,0.996,1.0,0,5,"NZ_CAKNEG010000026.1 Klebsiella pneumoniae strain cpe068, whole genome shotgun sequence",11964,13290,M1327
