#date: 2024-05-19_23:03
#sample: GCF_929618865.1_cpe058_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,MITEYpe1,,predicted,mite,121,,0.0,0.839,0.967,4,16,"NZ_CAKNEI010000001.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",917907,918027,M45 I1 M3 I1 M20 D1 M2 I1 M50
2,MITEYpe1,,predicted,mite,123,,0.0,0.839,0.984,2,18,"NZ_CAKNEI010000002.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",91187,91309,M85 D1 M2 I1 M35
3,ISEch12,,predicted,insertion sequence,1208,,0,0.905,0.998,0,115,"NZ_CAKNEI010000004.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",334168,335375,M1208
4,ISEcl10,,predicted,insertion sequence,1198,,0.0,0.759,0.981,14,277,"NZ_CAKNEI010000004.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",327404,328601,M373 D1 M2 I1 M5 I2 M4 D1 M3 D1 M73 I1 M4 D1 M107 I1 M1 I1 M6 D1 M1 D1 M576 I1 M5 D1 M31
5,ISEc23,,predicted,insertion sequence,2532,,0,0.998,1.0,0,5,"NZ_CAKNEI010000007.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",184958,187489,M2532
6,IS5075,,predicted,insertion sequence,1327,,0,0.996,1.0,0,5,"NZ_CAKNEI010000007.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",135187,136513,M1327
7,ISKpn28,,predicted,insertion sequence,1096,,0,1.0,1.0,0,0,"NZ_CAKNEI010000007.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",274920,276015,M1096
8,HPI-ICEEh1,,predicted,ice,65384,,0,0.999,0.985,10,52,"NZ_CAKNEI010000011.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",106690,172073,M96 I1 M30536 N64 M1959 I1 M9771 I8 M14443 N47 M8468
9,MITEYpe1,,predicted,mite,123,,0.0,0.813,1.0,0,23,"NZ_CAKNEI010000013.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",18829,18951,M123
10,MITEEc1,,predicted,mite,118,,0.0,0.793,0.927,5,20,"NZ_CAKNEI010000016.1 Klebsiella pneumoniae strain cpe058, whole genome shotgun sequence",22353,22470,M32 D1 M2 I1 M44 I1 M7 I1 M4 D1 M27
