#date: 2024-05-19_21:39
#sample: GCF_929606315.1_cpe040_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.97,1.0,0,39,"NZ_CAKNBN010000001.1 Escherichia coli strain cpe040, whole genome shotgun sequence",660793,662083,M1291
2,MITEEc1,,predicted,mite,123,,0.0,0.992,1.0,0,1,"NZ_CAKNBN010000001.1 Escherichia coli strain cpe040, whole genome shotgun sequence",434070,434192,M123
3,ISEc31,ISEc67,predicted,insertion sequence,1258,,0,0.941,1.0,0,74,"NZ_CAKNBN010000002.1 Escherichia coli strain cpe040, whole genome shotgun sequence",506302,507559,M1258
4,ISSen9,,predicted,insertion sequence,768,,0,0.926,1.0,0,57,"NZ_CAKNBN010000002.1 Escherichia coli strain cpe040, whole genome shotgun sequence",286514,287281,M768
5,ISSen9,,predicted,insertion sequence,767,,0,0.94,0.999,1,45,"NZ_CAKNBN010000002.1 Escherichia coli strain cpe040, whole genome shotgun sequence",306390,307156,M39 I1 M728
6,MITEEc1,,predicted,mite,122,,0.0,0.862,0.992,1,16,"NZ_CAKNBN010000004.1 Escherichia coli strain cpe040, whole genome shotgun sequence",234925,235046,M78 I1 M44
7,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.998,1.0,0,2,"NZ_CAKNBN010000006.1 Escherichia coli strain cpe040, whole genome shotgun sequence",253186,254516,M1331
8,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.975,1.0,0,32,"NZ_CAKNBN010000006.1 Escherichia coli strain cpe040, whole genome shotgun sequence",187488,188778,M1291
9,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1289,,0,0.976,0.998,1,30,"NZ_CAKNBN010000006.1 Escherichia coli strain cpe040, whole genome shotgun sequence",189830,191118,M726 I1 M563
10,ISKpn8,,predicted,insertion sequence,1443,,0,0.943,1.0,0,82,"NZ_CAKNBN010000007.1 Escherichia coli strain cpe040, whole genome shotgun sequence",254018,255460,M1443
11,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.965,1.0,0,45,"NZ_CAKNBN010000009.1 Escherichia coli strain cpe040, whole genome shotgun sequence",211034,212324,M1291
12,ISEc81,,predicted,insertion sequence,1385,,0,0.995,1.0,0,7,"NZ_CAKNBN010000011.1 Escherichia coli strain cpe040, whole genome shotgun sequence",73362,74746,M1385
