#date: 2024-05-19_22:07
#sample: GCF_929614515.1_cpe092_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.998,1.0,0,2,"NZ_CAKNCL010000001.1 Escherichia coli strain cpe092, whole genome shotgun sequence",205982,207312,M1331
2,ISSen9,,predicted,insertion sequence,768,,0,0.964,1.0,0,28,"NZ_CAKNCL010000001.1 Escherichia coli strain cpe092, whole genome shotgun sequence",526398,527165,M768
3,MITEEc1,,predicted,mite,123,,0.0,1.0,1.0,0,0,"NZ_CAKNCL010000001.1 Escherichia coli strain cpe092, whole genome shotgun sequence",296032,296154,M123
4,MITEEc1,,predicted,mite,119,,0.0,0.975,0.967,0,3,"NZ_CAKNCL010000001.1 Escherichia coli strain cpe092, whole genome shotgun sequence",541717,541835,M119
5,MITEEc1,,predicted,mite,122,,0.0,0.878,0.992,1,14,"NZ_CAKNCL010000002.1 Escherichia coli strain cpe092, whole genome shotgun sequence",208911,209032,M78 I1 M44
6,MITEYpe1,,predicted,mite,115,,0.0,0.8,0.935,0,23,"NZ_CAKNCL010000003.1 Escherichia coli strain cpe092, whole genome shotgun sequence",69740,69854,M115
7,IS609,,predicted,insertion sequence,1748,,0,0.978,1.0,0,39,"NZ_CAKNCL010000004.1 Escherichia coli strain cpe092, whole genome shotgun sequence",79815,81562,M1748
8,ISSen9,,predicted,insertion sequence,768,,0,0.939,1.0,0,47,"NZ_CAKNCL010000004.1 Escherichia coli strain cpe092, whole genome shotgun sequence",85066,85833,M768
9,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1291,,0,0.979,1.0,0,27,"NZ_CAKNCL010000007.1 Escherichia coli strain cpe092, whole genome shotgun sequence",173603,174893,M1291
10,MITEEc1,,predicted,mite,122,,0.0,0.943,0.992,0,7,"NZ_CAKNCL010000007.1 Escherichia coli strain cpe092, whole genome shotgun sequence",46459,46580,M122
11,MITEEc1,,predicted,mite,123,,0.0,0.976,1.0,0,3,"NZ_CAKNCL010000011.1 Escherichia coli strain cpe092, whole genome shotgun sequence",93449,93571,M123
12,MITEEc1,,predicted,mite,123,,0.0,0.984,1.0,0,2,"NZ_CAKNCL010000011.1 Escherichia coli strain cpe092, whole genome shotgun sequence",115393,115515,M123
13,IS3,,predicted,insertion sequence,1258,,0,1.0,1.0,0,0,"NZ_CAKNCL010000012.1 Escherichia coli strain cpe092, whole genome shotgun sequence",102071,103328,M1258
