#date: 2024-05-19_21:40
#sample: GCF_929606335.1_cpe037_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISAba8,,predicted,insertion sequence,1955,,0,0.964,1.0,0,70,"NZ_CAKNBO010000001.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",178669,180623,M1955
2,ISAcsp3,,predicted,insertion sequence,1223,,0,0.927,0.966,2,85,"NZ_CAKNBO010000007.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",194138,195360,M3 D1 M22 D1 M22 N24 M1150
3,ISAba64,,predicted,insertion sequence,1334,,0,0.966,0.988,16,30,"NZ_CAKNBO010000018.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",48385,49718,M30 D1 M514 D1 M2 D7 M2 D1 M1 D1 M7 D1 M4 D4 M758
4,ISAba40,,predicted,insertion sequence,1040,,0,0.782,0.997,3,224,"NZ_CAKNBO010000018.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",44559,45598,M31 D1 M266 I1 M6 D1 M735
5,ISAba12,,predicted,insertion sequence,1000,,0,0.956,0.962,0,44,"NZ_CAKNBO010000018.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",19050,20049,M1000
6,ISAba13,ISN1,predicted,insertion sequence,1039,,0,0.992,1.0,0,8,"NZ_CAKNBO010000018.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",50797,51835,M1039
7,ISAba1,,predicted,insertion sequence,1180,,0,0.999,1.0,0,1,"NZ_CAKNBO010000020.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",67551,68730,M1180
8,ISAlw3,,predicted,insertion sequence,788,,0,0.999,1.0,0,1,"NZ_CAKNBO010000052.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",7242,8029,M788
9,IS1006,,predicted,insertion sequence,819,,0,0.999,1.0,0,1,"NZ_CAKNBO010000054.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",1,819,M819
10,ISAba32,,predicted,insertion sequence,1481,,0,0.928,0.999,1,105,"NZ_CAKNBO010000077.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",112,1592,M1421 I1 M60
11,ISAba29,,predicted,insertion sequence,1309,,0,1.0,1.0,0,0,"NZ_CAKNBO010000081.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",1,1309,M1309
12,ISAcsp5,,predicted,insertion sequence,1288,,0,0.989,1.0,0,14,"NZ_CAKNBO010000082.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",1,1288,M1288
13,ISAba21,,predicted,insertion sequence,1274,,0,0.998,1.0,0,2,"NZ_CAKNBO010000083.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",1,1274,M1274
14,ISAlw25,,predicted,insertion sequence,788,,0,0.996,1.0,0,3,"NZ_CAKNBO010000092.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",1,788,M788
5_4,cn_26549_ISAba40,,putative,composite transposon,26549,,0,0.782,0.997,3,224,"NZ_CAKNBO010000018.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",19049,45598,
6_4,cn_7277_ISAba40,,putative,composite transposon,7277,,0,0.782,0.997,3,224,"NZ_CAKNBO010000018.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",44558,51835,
6_5,cn_26549_ISAba12,,putative,composite transposon,26549,,0,0.956,0.962,0,44,"NZ_CAKNBO010000018.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",19049,45598,
7_6,cn_7229_ISAba13,,putative,composite transposon,7229,,0,0.992,1.0,0,8,"NZ_CAKNBO010000018.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",44606,51835,
10_9,cn_8160_IS1006,,putative,composite transposon,8160,,0,0.999,1.0,0,1,"NZ_CAKNBO010000054.1 Acinetobacter pittii strain cpe037, whole genome shotgun sequence",0,8160,
