#date: 2024-05-19_22:47
#sample: GCF_929618345.1_cpe077_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISAba26,,predicted,insertion sequence,1318,,0,0.996,1.0,0,5,"NZ_CAKNDR010000001.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",74376,75693,M1318
2,ISAba1,,predicted,insertion sequence,1180,,0,1.0,1.0,0,0,"NZ_CAKNDR010000017.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",61699,62878,M1180
3,Tn6207,,predicted,unit transposon,6802,,0,1.0,1.0,0,0,"NZ_CAKNDR010000019.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",67740,74541,M6802
4,ISVsa3,ISVs3,predicted,insertion sequence,977,,0,1.0,1.0,0,0,"NZ_CAKNDR010000019.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",62061,63037,M977
5,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,1.0,1.0,0,0,"NZ_CAKNDR010000026.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",2158,2977,M820
6,ISAlw25,,predicted,insertion sequence,788,,0,0.995,1.0,0,4,"NZ_CAKNDR010000028.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",5805,6592,M788
7,ISAba36,,predicted,insertion sequence,712,,0,1.0,1.0,0,0,"NZ_CAKNDR010000028.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",1,712,M712
8,ISAba1,,predicted,insertion sequence,1180,,0,1.0,1.0,0,0,"NZ_CAKNDR010000056.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",1,1180,M1180
6_5,cn_2977_IS26,,putative,composite transposon,2977,,0,1.0,1.0,0,0,"NZ_CAKNDR010000026.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",0,2977,
8_7,cn_38767_ISAba36,,putative,composite transposon,38767,,0,1.0,1.0,0,0,"NZ_CAKNDR010000028.1 Acinetobacter baumannii strain cpe077, whole genome shotgun sequence",0,38767,
