#date: 2024-05-19_22:14
#sample: GCF_929614925.1_cpe023_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISCro1,,predicted,insertion sequence,2699,,0,0.981,0.999,2,50,"NZ_CAKNCP010000001.1 Escherichia coli strain cpe023, whole genome shotgun sequence",147095,149793,M2387 I1 M2 D1 M309
2,ISEc38,,predicted,insertion sequence,1722,,0,0.947,1.0,0,91,"NZ_CAKNCP010000001.1 Escherichia coli strain cpe023, whole genome shotgun sequence",591219,592940,M1722
3,ISSen9,,predicted,insertion sequence,768,,0,0.927,1.0,0,56,"NZ_CAKNCP010000001.1 Escherichia coli strain cpe023, whole genome shotgun sequence",528872,529639,M768
4,MITEEc1,,predicted,mite,122,,0.0,0.878,0.992,1,14,"NZ_CAKNCP010000001.1 Escherichia coli strain cpe023, whole genome shotgun sequence",267022,267143,M44 I1 M78
5,ISEc17,IS3E,predicted,insertion sequence,1258,,0,0.998,1.0,0,3,"NZ_CAKNCP010000002.1 Escherichia coli strain cpe023, whole genome shotgun sequence",245854,247111,M1258
6,ISSen9,,predicted,insertion sequence,768,,0,0.94,1.0,0,46,"NZ_CAKNCP010000002.1 Escherichia coli strain cpe023, whole genome shotgun sequence",248903,249670,M768
7,MITEEc1,,predicted,mite,123,,0.0,1.0,1.0,0,0,"NZ_CAKNCP010000002.1 Escherichia coli strain cpe023, whole genome shotgun sequence",289727,289849,M123
8,MITEEc1,,predicted,mite,123,,0.0,0.976,1.0,0,3,"NZ_CAKNCP010000003.1 Escherichia coli strain cpe023, whole genome shotgun sequence",282586,282708,M123
9,MITEYpe1,,predicted,mite,115,,0.0,0.795,0.902,4,20,"NZ_CAKNCP010000007.1 Escherichia coli strain cpe023, whole genome shotgun sequence",32942,33056,M40 D1 M4 I1 M21 I1 M5 D1 M43
10,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.956,1.0,0,59,"NZ_CAKNCP010000008.1 Escherichia coli strain cpe023, whole genome shotgun sequence",8534,9864,M1331
11,ISEch14,,predicted,insertion sequence,1607,,0,0.804,0.954,18,299,"NZ_CAKNCP010000008.1 Escherichia coli strain cpe023, whole genome shotgun sequence",944,2550,M7 D1 M30 I1 M420 I2 M5 D1 M3 D1 M58 I1 M2 D1 M169 D1 M4 I1 M68 D1 M6 I1 M45 D2 M3 I1 M1 I1 M25 I1 M2 D1 M750
12,MITEYpe1,,predicted,mite,115,,0.0,0.809,0.935,0,22,"NZ_CAKNCP010000010.1 Escherichia coli strain cpe023, whole genome shotgun sequence",12901,13015,M115
