#date: 2024-05-19_23:05
#sample: GCF_929618875.1_cpe010_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISEc15,,predicted,insertion sequence,1230,,0,0.81,0.992,10,225,"NZ_CAKNEK010000002.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",31291,32520,M369 D3 M2 I1 M8 D1 M4 I1 M1 I2 M264 D1 M6 I1 M571
2,MITEYpe1,,predicted,mite,123,,0.0,0.839,0.984,2,18,"NZ_CAKNEK010000002.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",97487,97609,M85 D1 M2 I1 M35
3,ISEc15,,predicted,insertion sequence,1226,,0,0.921,0.997,4,93,"NZ_CAKNEK010000003.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",469191,470416,M28 I1 M198 I1 M487 I1 M100 I1 M413
4,ISSen9,,predicted,insertion sequence,719,,0,0.914,0.936,14,49,"NZ_CAKNEK010000004.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",172093,172811,M219 I13 M295 I1 M205
5,MITEEc1,,predicted,mite,122,,0.0,0.855,0.976,3,15,"NZ_CAKNEK010000004.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",401882,402003,M28 D1 M4 I1 M12 I1 M77
6,MITEYpe1,,predicted,mite,123,,0.0,0.847,0.984,2,17,"NZ_CAKNEK010000004.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",238485,238607,M85 D1 M2 I1 M35
7,MITEYpe1,,predicted,mite,123,,0.0,0.813,1.0,0,23,"NZ_CAKNEK010000005.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",426147,426269,M123
8,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNEK010000006.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",134619,136274,M1656
9,MITEPlu5,,predicted,mite,111,,0.0,0.775,0.902,0,25,"NZ_CAKNEK010000006.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",209959,210069,M111
10,MITEYpe1,,predicted,mite,117,,0.0,0.775,0.919,5,22,"NZ_CAKNEK010000015.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",22124,22240,M31 I1 M3 D1 M34 I1 M3 I1 M5 D1 M39
11,ISShes12,,predicted,insertion sequence,1721,,0,0.991,0.999,2,13,"NZ_CAKNEK010000016.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",76199,77919,M67 D1 M2 I1 M1651
12,ISVsa3,ISVs3,predicted,insertion sequence,977,,0,1.0,1.0,0,0,"NZ_CAKNEK010000016.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",73189,74165,M977
13,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,812,,0,1.0,0.99,0,0,"NZ_CAKNEK010000016.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",78956,79767,M812
14,MITESen1,,predicted,mite,256,,0.0,0.988,1.0,0,3,"NZ_CAKNEK010000017.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",67943,68198,M256
15,Tn4656,,predicted,unit transposon,3736,,0,0.927,0.912,4,268,"NZ_CAKNEK010000018.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",64523,68258,M9 D1 M3 I1 M629 D1 M6 I1 M3087
16,IS5075,,predicted,insertion sequence,1327,,0,0.932,1.0,0,90,"NZ_CAKNEK010000018.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",57920,59246,M1327
17,ISKpn24,,predicted,insertion sequence,2454,,0,1.0,1.0,0,0,"NZ_CAKNEK010000019.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",4308,6761,M2454
18,ISKpn14,,predicted,insertion sequence,768,,0,0.93,1.0,0,54,"NZ_CAKNEK010000019.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",25247,26014,M768
19,ISKpn65,,predicted,insertion sequence,1982,,0,0.946,0.999,2,105,"NZ_CAKNEK010000020.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",20415,22396,M53 D1 M39 D1 M1888
20,ISSen9,,predicted,insertion sequence,713,,0,0.957,0.928,0,31,"NZ_CAKNEK010000020.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",11332,12044,M713
21,ISEc38,,predicted,insertion sequence,1720,,0.0,0.736,0.969,51,409,"NZ_CAKNEK010000020.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",36588,38307,M395 D1 M3 D1 M2 I1 M3 I1 M75 D1 M3 I1 M30 D1 M4 I1 M7 I1 M2 I1 M18 D2 M323 D1 M7 I1 M2 I2 M20 I1 M3 D1 M1 D2 M1 D1 M70 I1 M1 I1 M3 D1 M1 D1 M164 D1 M7 I1 M97 I1 M1 I1 M4 D2 M13 I1 M1 I1 M5 D2 M59 D1 M3 I1 M27 D1 M4 I1 M93 D1 M4 I1 M5 I2 M2 D1 M2 D1 M3 I1 M3 D1 M8 D1 M5 I1 M160 I1 M4 D1 M46
22,ISRaq1,,predicted,insertion sequence,1220,,0,0.894,0.998,3,126,"NZ_CAKNEK010000022.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",540,1759,M942 I1 M4 D1 M10 I1 M263
23,ISSen9,,predicted,insertion sequence,766,,0,0.936,0.997,2,47,"NZ_CAKNEK010000022.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",2490,3255,M306 I1 M1 I1 M459
24,ISEcl1,,predicted,insertion sequence,1336,,0,0.984,1.0,0,21,"NZ_CAKNEK010000027.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",16917,18252,M1336
25,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.976,1.0,0,25,"NZ_CAKNEK010000027.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",7975,9031,M1057
26,IS5075,,predicted,insertion sequence,1327,,0,0.996,1.0,0,5,"NZ_CAKNEK010000031.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",520,1846,M1327
27,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNEK010000031.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",3694,4573,M880
28,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.977,1.0,0,24,"NZ_CAKNEK010000033.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",5294,6350,M1057
29,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNEK010000035.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",123,3769,M3647
30,ISKpn1,,predicted,insertion sequence,1445,,0,0.999,1.0,0,2,"NZ_CAKNEK010000046.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",1,1445,M1445
17_16,cn_10458_IS5075,,putative,composite transposon,10458,,0,0.932,1.0,0,90,"NZ_CAKNEK010000018.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",57919,68377,
19_18,cn_8886_ISKpn14,,putative,composite transposon,8886,,0,0.93,1.0,0,54,"NZ_CAKNEK010000019.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",17128,26014,
21_20,cn_49734_ISSen9,,putative,composite transposon,49734,,0,0.957,0.928,0,31,"NZ_CAKNEK010000020.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",11331,61065,
27_26,cn_8678_IS5075,,putative,composite transposon,8678,,0,0.996,1.0,0,5,"NZ_CAKNEK010000031.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",519,9197,
29_28,cn_6350_IS903,,putative,composite transposon,6350,,0,0.977,1.0,0,24,"NZ_CAKNEK010000033.1 Klebsiella pneumoniae strain cpe010, whole genome shotgun sequence",0,6350,
