#date: 2024-05-19_22:04
#sample: GCF_929609415.1_cpe013_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,IS102,,predicted,insertion sequence,1057,,0,0.929,1.0,0,75,"NZ_CAKNCJ010000001.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",754949,756005,M1057
2,MITEEc1,,predicted,mite,122,,0.0,0.855,0.976,3,15,"NZ_CAKNCJ010000001.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",948650,948771,M28 D1 M4 I1 M12 I1 M77
3,ISEcl1,,predicted,insertion sequence,1336,,0,0.984,1.0,0,21,"NZ_CAKNCJ010000002.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",46109,47444,M1336
4,ISSen4,IS1222SC;ISEc34,predicted,insertion sequence,1220,,0,0.963,0.999,1,44,"NZ_CAKNCJ010000002.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",26964,28183,M263 I1 M957
5,IS903,IS602;IS903R;IS903L,predicted,insertion sequence,1057,,0,0.975,1.0,0,26,"NZ_CAKNCJ010000002.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",36800,37856,M1057
6,ISPlge3,,predicted,insertion sequence,1392,,0,0.833,0.956,14,219,"NZ_CAKNCJ010000002.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",4209,5600,M216 I2 M6 D1 M4 D1 M61 I1 M3 D1 M316 I1 M5 D1 M9 I1 M2 D1 M17 D1 M4 I1 M49 I1 M7 D1 M686
7,ISSen9,,predicted,insertion sequence,768,,0,0.927,1.0,0,56,"NZ_CAKNCJ010000002.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",45243,46010,M768
8,ISSen9,,predicted,insertion sequence,766,,0,0.938,0.997,2,46,"NZ_CAKNCJ010000002.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",25468,26233,M459 I1 M1 I1 M306
9,ISKpn54,,predicted,insertion sequence,1210,,0,0.988,0.999,1,13,"NZ_CAKNCJ010000003.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",84140,85349,M879 I1 M331
10,IS102,,predicted,insertion sequence,1057,,0,0.926,1.0,0,78,"NZ_CAKNCJ010000003.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",381421,382477,M1057
11,MITEYpe1,,predicted,mite,123,,0.0,0.839,0.984,2,18,"NZ_CAKNCJ010000004.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",322681,322803,M35 I1 M2 D1 M85
12,IS5075,,predicted,insertion sequence,1327,,0,0.933,1.0,0,89,"NZ_CAKNCJ010000007.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",135911,137237,M1327
13,ISKpn21,ISKpW,predicted,insertion sequence,2278,,0,0.965,1.0,0,79,"NZ_CAKNCJ010000008.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",1,2278,M2278
14,MITEPlu5,,predicted,mite,111,,0.0,0.775,0.902,0,25,"NZ_CAKNCJ010000009.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",169752,169862,M111
15,ISEam1,ISEch10,predicted,insertion sequence,1228,,0,0.909,0.997,4,108,"NZ_CAKNCJ010000012.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",102429,103656,M131 I2 M184 D1 M3 I1 M909
16,ISKpn28,,predicted,insertion sequence,1096,,0,1.0,1.0,0,0,"NZ_CAKNCJ010000012.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",172028,173123,M1096
17,ISSen9,,predicted,insertion sequence,768,,0,0.951,1.0,0,38,"NZ_CAKNCJ010000012.1 Klebsiella pneumoniae strain cpe013, whole genome shotgun sequence",98636,99403,M768
