#date: 2024-05-19_22:24
#sample: GCF_929617035.1_cpe059_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,MITEYpe1,,predicted,mite,121,,0.0,0.839,0.967,4,16,"NZ_CAKNDF010000001.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",92019,92139,M50 I1 M2 D1 M20 I1 M3 I1 M45
2,MITEYpe1,,predicted,mite,123,,0.0,0.839,0.984,2,18,"NZ_CAKNDF010000003.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",91035,91157,M85 D1 M2 I1 M35
3,MITEYpe1,,predicted,mite,123,,0.0,0.813,1.0,0,23,"NZ_CAKNDF010000011.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",128891,129013,M123
4,IS5075,,predicted,insertion sequence,1327,,0,0.934,1.0,0,87,"NZ_CAKNDF010000012.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",29984,31310,M1327
5,IS5075,,predicted,insertion sequence,1327,,0,0.996,1.0,0,5,"NZ_CAKNDF010000013.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",104773,106099,M1327
6,ISKpn26,,predicted,insertion sequence,1196,,0,0.99,1.0,0,12,"NZ_CAKNDF010000014.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",1,1196,M1196
7,ISEc23,,predicted,insertion sequence,2532,,0,0.998,1.0,0,5,"NZ_CAKNDF010000015.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",89585,92116,M2532
8,ISKpn28,,predicted,insertion sequence,1096,,0,1.0,1.0,0,0,"NZ_CAKNDF010000015.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",1,1096,M1096
9,MITEEc1,,predicted,mite,118,,0.0,0.793,0.927,5,20,"NZ_CAKNDF010000018.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",61681,61798,M27 D1 M4 I1 M7 I1 M44 I1 M2 D1 M32
10,ISEc33,,predicted,insertion sequence,1153,,0,0.998,1.0,0,2,"NZ_CAKNDF010000024.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",1603,2755,M1153
11,ISKpn54,,predicted,insertion sequence,1210,,0,0.988,0.999,1,13,"NZ_CAKNDF010000028.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",30625,31834,M331 I1 M879
12,ISSfl7,,predicted,insertion sequence,906,,0,0.851,0.984,0,134,"NZ_CAKNDF010000028.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",31880,32785,M878 N5 M23
13,ISEch12,,predicted,insertion sequence,1208,,0,0.905,0.998,0,115,"NZ_CAKNDF010000030.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",711,1918,M1208
14,ISAba125,,predicted,insertion sequence,988,,0,0.995,0.909,0,5,"NZ_CAKNDF010000035.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",8027,9014,M988
15,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNDF010000036.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",1997,3652,M1656
16,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNDF010000036.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",5700,6467,M768
17,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNDF010000037.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",208,975,M768
18,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,809,,0,1.0,0.987,0,0,"NZ_CAKNDF010000044.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",3296,4104,M809
19,ISKpn21,ISKpW,predicted,insertion sequence,2204,,0,0.996,0.968,0,8,"NZ_CAKNDF010000045.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",1,2204,M2204
20,ISLmo19,,predicted,insertion sequence,809,,0,0.926,0.989,9,51,"NZ_CAKNDF010000113.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",16,824,M556 I1 M2 D1 M189 I1 M12 D1 M3 I1 M13 D2 M2 I1 M9 I1 M19
15_14,cn_9014_ISAba125,,putative,composite transposon,9014,,0,0.995,0.909,0,5,"NZ_CAKNDF010000035.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",0,9014,
16_14,cn_1806_ISAba125,,putative,composite transposon,1806,,0,0.995,0.909,0,5,"NZ_CAKNDF010000035.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",8026,9832,
19_18,cn_1736_IS26,,putative,composite transposon,1736,,0,1.0,0.987,0,0,"NZ_CAKNDF010000044.1 Klebsiella pneumoniae strain cpe059, whole genome shotgun sequence",2368,4104,
