#date: 2024-05-19_22:51
#sample: GCF_929618435.1_cpe022_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,MITEYpe1,,predicted,mite,121,,0.0,0.839,0.967,4,16,"NZ_CAKNDU010000001.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",986665,986785,M45 I1 M3 I1 M20 D1 M2 I1 M50
2,MITEYpe1,,predicted,mite,123,,0.0,0.839,0.984,2,18,"NZ_CAKNDU010000002.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",427863,427985,M35 I1 M2 D1 M85
3,ISEc23,,predicted,insertion sequence,2532,,0,0.998,1.0,0,5,"NZ_CAKNDU010000009.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",87486,90017,M2532
4,IS5075,,predicted,insertion sequence,1327,,0,0.996,1.0,0,5,"NZ_CAKNDU010000009.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",37715,39041,M1327
5,HPI-ICEEh1,,predicted,ice,65384,,0,0.999,0.985,10,52,"NZ_CAKNDU010000010.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",109331,174714,M96 I1 M30536 N64 M1959 I1 M9771 I8 M14443 N47 M8468
6,MITEYpe1,,predicted,mite,123,,0.0,0.813,1.0,0,23,"NZ_CAKNDU010000012.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",128925,129047,M123
7,ISKpn41,,predicted,insertion sequence,1426,,0,0.992,1.0,0,12,"NZ_CAKNDU010000014.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",89126,90551,M1426
8,ISSen4,IS1222SC;ISEc34,predicted,insertion sequence,1221,,0,0.967,1.0,0,40,"NZ_CAKNDU010000014.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",73221,74441,M1221
9,ISKpn28,,predicted,insertion sequence,1096,,0,1.0,1.0,0,0,"NZ_CAKNDU010000015.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",97616,98711,M1096
10,MITEEc1,,predicted,mite,118,,0.0,0.793,0.927,5,20,"NZ_CAKNDU010000018.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",22379,22496,M32 D1 M2 I1 M44 I1 M7 I1 M4 D1 M27
11,ISKpn24,,predicted,insertion sequence,2454,,0,1.0,1.0,0,0,"NZ_CAKNDU010000021.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",66620,69073,M2454
12,ISEch12,,predicted,insertion sequence,1207,,0,0.889,0.997,1,133,"NZ_CAKNDU010000023.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",30627,31833,M330 I1 M877
13,ISEc33,,predicted,insertion sequence,1153,,0,0.998,1.0,0,2,"NZ_CAKNDU010000024.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",13565,14717,M1153
14,ISAba125,,predicted,insertion sequence,1087,,0,0.995,1.0,0,5,"NZ_CAKNDU010000024.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",2065,3151,M1087
15,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNDU010000029.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",3449,7095,M3647
16,ISKpn21,ISKpW,predicted,insertion sequence,2278,,0,0.996,1.0,0,8,"NZ_CAKNDU010000029.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",27269,29546,M2278
17,ISEc29,,predicted,insertion sequence,1325,,0,1.0,1.0,0,0,"NZ_CAKNDU010000029.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",23020,24344,M1325
18,IS5075,,predicted,insertion sequence,1327,,0,0.931,1.0,0,91,"NZ_CAKNDU010000029.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",2122,3448,M1327
19,ISEc28,,predicted,insertion sequence,897,,0,0.998,1.0,0,2,"NZ_CAKNDU010000029.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",20471,21367,M897
20,IS6100,IS6100L;IS6100R,predicted,insertion sequence,880,,0,1.0,1.0,0,0,"NZ_CAKNDU010000029.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",9525,10404,M880
21,IS5075,,predicted,insertion sequence,1230,,0,0.932,0.927,0,84,"NZ_CAKNDU010000030.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",29973,31202,M1230
22,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNDU010000034.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",4506,6161,M1656
23,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNDU010000034.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",8209,8976,M768
24,ISKpn54,,predicted,insertion sequence,1105,,0,0.946,0.912,0,60,"NZ_CAKNDU010000035.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",11566,12670,M1105
25,ISEcl10,,predicted,insertion sequence,1198,,0.0,0.759,0.981,14,277,"NZ_CAKNDU010000035.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",4802,5999,M373 D1 M2 I1 M5 I2 M4 D1 M3 D1 M73 I1 M4 D1 M107 I1 M1 I1 M6 D1 M1 D1 M576 I1 M5 D1 M31
26,ISSen9,,predicted,insertion sequence,768,,0,0.948,1.0,0,40,"NZ_CAKNDU010000036.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",11417,12184,M768
27,ISKpn26,,predicted,insertion sequence,1196,,0,0.99,1.0,0,12,"NZ_CAKNDU010000038.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",4718,5913,M1196
28,ISSfl7,,predicted,insertion sequence,906,,0,0.851,0.984,0,134,"NZ_CAKNDU010000039.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",3230,4135,M23 N5 M878
29,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.999,1.0,0,1,"NZ_CAKNDU010000041.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",398,1217,M820
30,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,809,,0,1.0,0.987,0,0,"NZ_CAKNDU010000041.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",3404,4212,M809
8_7,cn_3390_ISKpn41,,putative,composite transposon,3390,,0,0.992,1.0,0,12,"NZ_CAKNDU010000014.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",89125,92515,
15_14,cn_3474_ISAba125,,putative,composite transposon,3474,,0,0.995,1.0,0,5,"NZ_CAKNDU010000024.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",2064,5538,
28_27,cn_5913_ISKpn26,,putative,composite transposon,5913,,0,0.99,1.0,0,12,"NZ_CAKNDU010000038.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",0,5913,
31_29_30,cn_3815_IS26,,putative,composite transposon,3815,,0,0.999,1.0,0,1,"NZ_CAKNDU010000041.1 Klebsiella pneumoniae strain cpe022, whole genome shotgun sequence",397,4212,
