#date: 2024-05-19_21:36
#sample: GCF_929606205.1_cpe041_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISSen9,,predicted,insertion sequence,768,,0,0.941,1.0,0,45,"NZ_CAKNBK010000001.1 Escherichia coli strain cpe041, whole genome shotgun sequence",262898,263665,M768
2,MITEEc1,,predicted,mite,123,,0.0,0.976,1.0,0,3,"NZ_CAKNBK010000001.1 Escherichia coli strain cpe041, whole genome shotgun sequence",357173,357295,M123
3,MITEEc1,,predicted,mite,123,,0.0,0.984,1.0,0,2,"NZ_CAKNBK010000001.1 Escherichia coli strain cpe041, whole genome shotgun sequence",379117,379239,M123
4,ISSen9,,predicted,insertion sequence,768,,0,0.964,1.0,0,28,"NZ_CAKNBK010000002.1 Escherichia coli strain cpe041, whole genome shotgun sequence",127848,128615,M768
5,MITEEc1,,predicted,mite,123,,0.0,1.0,1.0,0,0,"NZ_CAKNBK010000002.1 Escherichia coli strain cpe041, whole genome shotgun sequence",357298,357420,M123
6,MITEEc1,,predicted,mite,119,,0.0,0.975,0.967,0,3,"NZ_CAKNBK010000002.1 Escherichia coli strain cpe041, whole genome shotgun sequence",113178,113296,M119
7,IS3,,predicted,insertion sequence,1258,,0,1.0,1.0,0,0,"NZ_CAKNBK010000003.1 Escherichia coli strain cpe041, whole genome shotgun sequence",277199,278456,M1258
8,ISSen9,,predicted,insertion sequence,768,,0,0.922,1.0,0,60,"NZ_CAKNBK010000003.1 Escherichia coli strain cpe041, whole genome shotgun sequence",3889,4656,M768
9,MITEEc1,,predicted,mite,122,,0.0,0.878,0.992,1,14,"NZ_CAKNBK010000004.1 Escherichia coli strain cpe041, whole genome shotgun sequence",175474,175595,M78 I1 M44
10,ISEc8,,predicted,insertion sequence,2289,,0,0.994,0.939,0,13,"NZ_CAKNBK010000005.1 Escherichia coli strain cpe041, whole genome shotgun sequence",3428,5716,M224 N-5 M2070
