#date: 2024-05-19_23:13
#sample: GCF_929618965.1_cpe027_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNEM010000002.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",682316,683971,M1656
2,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNEM010000002.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",380931,381698,M768
3,MITEYpe1,,predicted,mite,123,,0.0,0.831,0.984,2,19,"NZ_CAKNEM010000002.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",624384,624506,M35 I1 M2 D1 M85
4,ISKpn54,,predicted,insertion sequence,1210,,0,0.988,0.999,1,13,"NZ_CAKNEM010000003.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",80336,81545,M331 I1 M879
5,MITEEc1,,predicted,mite,122,,0.0,0.847,0.976,3,16,"NZ_CAKNEM010000005.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",19839,19960,M77 I1 M12 I1 M4 D1 M28
6,MITEPlu5,,predicted,mite,111,,0.0,0.775,0.902,0,25,"NZ_CAKNEM010000007.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",170115,170225,M111
7,ISEc12,,predicted,insertion sequence,2581,,0,0.999,1.0,0,2,"NZ_CAKNEM010000010.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",41154,43734,M2581
8,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,1.0,1.0,0,0,"NZ_CAKNEM010000010.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",4251,5070,M820
9,MITEYpe1,,predicted,mite,123,,0.0,0.805,1.0,0,24,"NZ_CAKNEM010000010.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",140565,140687,M123
10,ISEc36,,predicted,insertion sequence,1321,,0,0.978,1.0,0,29,"NZ_CAKNEM010000012.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",101722,103042,M1321
11,ISKpn25,,predicted,insertion sequence,8154,,0,1.0,1.0,0,0,"NZ_CAKNEM010000012.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",1,8154,M8154
12,ISKpn54,,predicted,insertion sequence,1201,,0,0.941,0.992,10,62,"NZ_CAKNEM010000013.1 Klebsiella pneumoniae strain cpe027, whole genome shotgun sequence",113217,114417,M637 I4 M2 I1 M2 I1 M1 I3 M1 I1 M558
