#date: 2024-05-19_22:20
#sample: GCF_929615335.1_cpe084_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,ISEch5,,predicted,insertion sequence,704,,0,0.882,0.99,1,82,"NZ_CAKNCW010000001.1 Escherichia coli strain cpe084, whole genome shotgun sequence",111201,111904,M624 I1 M80
2,MITEEc1,,predicted,mite,123,,0.0,0.976,1.0,0,3,"NZ_CAKNCW010000001.1 Escherichia coli strain cpe084, whole genome shotgun sequence",423551,423673,M123
3,MITEEc1,,predicted,mite,122,,0.0,0.878,0.992,1,14,"NZ_CAKNCW010000002.1 Escherichia coli strain cpe084, whole genome shotgun sequence",227813,227934,M78 I1 M44
4,MITEYpe1,,predicted,mite,115,,0.0,0.795,0.902,4,20,"NZ_CAKNCW010000006.1 Escherichia coli strain cpe084, whole genome shotgun sequence",195921,196035,M43 D1 M5 I1 M21 I1 M4 D1 M40
5,MITEYpe1,,predicted,mite,115,,0.0,0.809,0.935,0,22,"NZ_CAKNCW010000007.1 Escherichia coli strain cpe084, whole genome shotgun sequence",12897,13011,M115
6,ISEc1,ISEc6;ISEc3;ISEc4;ISEc7;ISEc2,predicted,insertion sequence,1287,,0,0.958,0.997,4,50,"NZ_CAKNCW010000008.1 Escherichia coli strain cpe084, whole genome shotgun sequence",30432,31718,M765 I4 M522
7,IS609,,predicted,insertion sequence,1748,,0,0.98,1.0,0,35,"NZ_CAKNCW010000011.1 Escherichia coli strain cpe084, whole genome shotgun sequence",82278,84025,M1748
8,IS4,,predicted,insertion sequence,1426,,0,0.999,1.0,0,1,"NZ_CAKNCW010000011.1 Escherichia coli strain cpe084, whole genome shotgun sequence",7527,8952,M1426
9,ISLad1,,predicted,insertion sequence,1248,,0,0.903,0.999,1,120,"NZ_CAKNCW010000011.1 Escherichia coli strain cpe084, whole genome shotgun sequence",2670,3917,M931 I1 M317
10,ISEc8,,predicted,insertion sequence,2289,,0,0.994,0.939,0,13,"NZ_CAKNCW010000013.1 Escherichia coli strain cpe084, whole genome shotgun sequence",76766,79054,M224 N-5 M2070
11,ISSen8,,predicted,insertion sequence,1954,,0,0.872,1.0,0,250,"NZ_CAKNCW010000013.1 Escherichia coli strain cpe084, whole genome shotgun sequence",84264,86217,M1954
12,ISSfl10,,predicted,insertion sequence,1264,,0,0.991,1.002,0,11,"NZ_CAKNCW010000013.1 Escherichia coli strain cpe084, whole genome shotgun sequence",61956,63219,M475 N25 M764
13,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.957,1.0,0,57,"NZ_CAKNCW010000013.1 Escherichia coli strain cpe084, whole genome shotgun sequence",52239,53569,M1331
14,ISEch14,,predicted,insertion sequence,1607,,0,0.804,0.954,18,299,"NZ_CAKNCW010000013.1 Escherichia coli strain cpe084, whole genome shotgun sequence",59553,61159,M750 D1 M2 I1 M25 I1 M1 I1 M3 D2 M45 I1 M6 D1 M68 I1 M4 D1 M169 D1 M2 I1 M58 D1 M3 D1 M5 I2 M420 I1 M30 D1 M7
15,ISEcl10,,predicted,insertion sequence,1202,,0,0.836,0.988,13,185,"NZ_CAKNCW010000013.1 Escherichia coli strain cpe084, whole genome shotgun sequence",6694,7895,M9 I1 M24 I1 M5 I1 M69 I1 M325 D2 M75 I2 M2 D1 M1 D1 M20 I1 M337 I1 M181 D1 M149
16,ISSen9,,predicted,insertion sequence,768,,0,0.924,1.0,0,58,"NZ_CAKNCW010000013.1 Escherichia coli strain cpe084, whole genome shotgun sequence",72685,73452,M768
17,MITEYpe1,,predicted,mite,117,,0.0,0.778,0.951,0,26,"NZ_CAKNCW010000015.1 Escherichia coli strain cpe084, whole genome shotgun sequence",52283,52399,M117
