#date: 2024-05-19_21:55
#sample: GCF_929608665.1_cpe072_genomic
#mge_finder version: 1.1.2
#mgedb version: 1.1.1
#blastn version: 2.11.0+
mge_no,name,synonyms,prediction,type,allele_len,depth,e_value,identity,coverage,gaps,substitution,contig,start,end,cigar
1,MITEYpe1,,predicted,mite,115,,0.0,0.8,0.935,0,23,"NZ_CAKNCE010000001.1 Escherichia coli strain cpe072, whole genome shotgun sequence",69765,69879,M115
2,MITEYpe1,,predicted,mite,117,,0.0,0.771,0.935,2,25,"NZ_CAKNCE010000002.1 Escherichia coli strain cpe072, whole genome shotgun sequence",13079,13195,M15 D1 M2 I1 M99
3,MITEYpe1,,predicted,mite,115,,0.0,0.786,0.902,4,21,"NZ_CAKNCE010000002.1 Escherichia coli strain cpe072, whole genome shotgun sequence",265727,265841,M43 D1 M5 I1 M21 I1 M4 D1 M40
4,IS629,,predicted,insertion sequence,1310,,0,0.995,1.0,0,7,"NZ_CAKNCE010000003.1 Escherichia coli strain cpe072, whole genome shotgun sequence",1,1310,M1310
5,IS26,IS46;IS26R;IS160;IS140;IS26L;IS6,predicted,insertion sequence,820,,0,0.998,1.0,0,2,"NZ_CAKNCE010000005.1 Escherichia coli strain cpe072, whole genome shotgun sequence",162758,163577,M820
6,MITEEc1,,predicted,mite,122,,0.0,0.943,0.992,0,7,"NZ_CAKNCE010000005.1 Escherichia coli strain cpe072, whole genome shotgun sequence",87202,87323,M122
7,ISEc22,,predicted,insertion sequence,2454,,0,0.989,1.0,0,28,"NZ_CAKNCE010000006.1 Escherichia coli strain cpe072, whole genome shotgun sequence",2106,4559,M2454
8,IS3,,predicted,insertion sequence,1258,,0,1.0,1.0,0,0,"NZ_CAKNCE010000007.1 Escherichia coli strain cpe072, whole genome shotgun sequence",105186,106443,M1258
9,IS2,IS4521L;IS4521R,predicted,insertion sequence,1331,,0,0.977,1.0,0,31,"NZ_CAKNCE010000007.1 Escherichia coli strain cpe072, whole genome shotgun sequence",147505,148835,M1331
10,MITEEc1,,predicted,mite,122,,0.0,0.87,0.992,1,15,"NZ_CAKNCE010000008.1 Escherichia coli strain cpe072, whole genome shotgun sequence",47427,47548,M44 I1 M78
11,ISEc9,ISEcp1;ISEcp1B,predicted,insertion sequence,1656,,0,1.0,1.0,0,0,"NZ_CAKNCE010000011.1 Escherichia coli strain cpe072, whole genome shotgun sequence",42327,43982,M1656
12,Tn6196,,predicted,unit transposon,3647,,0,1.0,1.0,0,0,"NZ_CAKNCE010000011.1 Escherichia coli strain cpe072, whole genome shotgun sequence",669,4315,M3647
13,ISCfr1,,predicted,insertion sequence,1618,,0,0.999,0.999,1,0,"NZ_CAKNCE010000011.1 Escherichia coli strain cpe072, whole genome shotgun sequence",132834,134451,M1329 D1 M288
14,ISKpn26,,predicted,insertion sequence,1196,,0,0.997,1.0,0,4,"NZ_CAKNCE010000011.1 Escherichia coli strain cpe072, whole genome shotgun sequence",130075,131270,M1196
15,IS5075,,predicted,insertion sequence,1327,,0,0.931,1.0,0,91,"NZ_CAKNCE010000011.1 Escherichia coli strain cpe072, whole genome shotgun sequence",4316,5642,M1327
16,ISKpn14,,predicted,insertion sequence,768,,0,1.0,1.0,0,0,"NZ_CAKNCE010000011.1 Escherichia coli strain cpe072, whole genome shotgun sequence",138281,139048,M768
17,ISSen9,,predicted,insertion sequence,695,,0,0.937,0.905,0,44,"NZ_CAKNCE010000017.1 Escherichia coli strain cpe072, whole genome shotgun sequence",1,695,M695
